표준코드,단축코드,한글 종목명,한글 종목약명
KR7029530003,29530,신도리코보통주,신도리코
KR7004970000,4970,신라교역보통주,신라교역
KR7001000009,1000,신라섬유,신라섬유
KR7025870007,25870,신라에스지,신라에스지
KR7215600008,215600,신라젠,신라젠
KR7065350001,65350,신성델타테크,신성델타테크
KR7011930005,11930,신성이엔지보통주,신성이엔지
KR7005390000,5390,신성통상보통주,신성통상
KR7034300004,34300,신세계건설,신세계건설
KR7004170007,4170,신세계보통주,신세계
KR7035510007,35510,신세계아이앤씨 보통주,신세계 I&C
KR7031430002,31430,신세계인터내셔날보통주,신세계인터내셔날
KR7031440001,31440,신세계푸드보통주,신세계푸드
KR7006880009,6880,신송홀딩스보통주,신송홀딩스
KR7002800001,2800,신신제약,신신제약
KR7005800008,5800,신영와코루보통주,신영와코루
KR7001721000,1725,신영증권1우선주,신영증권우
KR7001720002,1720,신영증권보통주,신영증권
KR7323280008,323280,신영해피투모로우제5호기업인수목적,신영스팩5호
KR7344050000,344050,신영해피투모로우제6호기업인수목적,신영스팩6호
KR7009271008,9275,신원1우선주,신원우
KR7009270000,9270,신원보통주,신원
KR7017000001,17000,신원종합개발,신원종합개발
KR7002700003,2700,신일전자보통주,신일전자
KR7012790002,12790,신일제약,신일제약
KR7138070008,138070,신진에스엠,신진에스엠
KR7226330009,226330,신테카바이오,신테카바이오
KR7019171008,19175,신풍제약1우선주,신풍제약우
KR7019170000,19170,신풍제약보통주,신풍제약
KR7002870004,2870,신풍제지보통주,신풍제지
KR7055550008,55550,신한금융지주회사보통주,신한지주
KR7404990004,404990,신한서부티엔디리츠보통주,신한서부티엔디리츠
KR7293940003,293940,신한알파리츠보통주,신한알파리츠
KR7333050003,333050,신한제6호기업인수목적,신한제6호스팩
KR7366330009,366330,신한제7호기업인수목적,신한제7호스팩
KR7393360003,393360,신한제8호기업인수목적,신한제8호스팩
KR7056700008,56700,신화인터텍,신화인터텍
KR7187270004,187270,신화콘텍,신화콘텍
KR7004080008,4080,신흥보통주,신흥
KR7243840006,243840,신흥에스이씨,신흥에스이씨
KR7257720003,257720,실리콘투,실리콘투
KR7222800005,222800,심텍,심텍
KR7036710002,36710,심텍홀딩스,심텍홀딩스
KR7160980009,160980,싸이맥스,싸이맥스
KR7356890004,356890,싸이버원,싸이버원
KR7217330000,217330,싸이토젠,싸이토젠
KR7102280005,102280,쌍방울,쌍방울
KR7003410008,3410,쌍용C&E보통주,쌍용C&E
KR7003620002,3620,쌍용자동차보통주,쌍용차
KR7010280006,10280,쌍용정보통신,쌍용정보통신
KR7004770004,4770,써니전자보통주,써니전자
KR7217320001,217320,썬테크,썬테크
KR7208640003,208640,썸에이지,썸에이지
KR7222420002,222420,쎄노텍,쎄노텍
KR7037760006,37760,쎄니트,쎄니트
KR7099320004,99320,쎄트렉아이,쎄트렉아이
KR7015540008,15540,쎌마테라퓨틱스보통주,쎌마테라퓨틱스
KR7049960008,49960,쎌바이오텍,쎌바이오텍
KR7050890003,50890,쏠리드,쏠리드
KR7013720008,13720,씨비아이,CBI
KR7066790007,66790,씨씨에스충북방송,씨씨에스
KR7222080004,222080,씨아이에스,씨아이에스
KR7004920005,4920,씨아이테크보통주,씨아이테크
KR7236030003,236030,씨알푸드,씨알푸드
KR7103660007,103660,씨앗,씨앗
KR7352480008,352480,씨앤씨인터내셔널,씨앤씨인터내셔널
KR7245450002,245450,씨앤에스링크,씨앤에스링크
KR7023460009,23460,씨앤에이치,CNH
KR7264660002,264660,씨앤지하이테크,씨앤지하이테크
KR7352700009,352700,씨앤투스성진,씨앤투스성진
KR7056730005,56730,씨앤티85,CNT85
KR7065770000,65770,씨에스,CS
KR7297090003,297090,씨에스베어링,씨에스베어링
KR7083660001,83660,씨에스에이코스믹,CSA 코스믹
KR7112610001,112610,씨에스윈드보통주,씨에스윈드
KR7359090008,359090,씨엔알리서치,씨엔알리서치
KR7286000005,286000,씨엔티드림,씨엔티드림
KR7115530008,115530,씨엔플러스,씨엔플러스
KR7225330000,225330,씨엠에스에듀,씨엠에스에듀
KR7056000003,56000,씨오더블유오엔,COWON
KR7115480006,115480,씨유메디칼시스템,씨유메디칼
KR7376290003,376290,씨유테크,씨유테크
KR7189330004,189330,씨이랩,씨이랩
KR7000120006,120,씨제이대한통운보통주,CJ대한통운
KR7311690002,311690,씨제이바이오사이언스,CJ 바이오사이언스
KR7079160008,79160,씨제이씨지브이 보통주,CJ CGV
KR7035760008,35760,씨제이이엔엠,CJ ENM
KR7097951008,97955,씨제이제일제당 주식회사 1우선주,CJ제일제당 우
KR7097950000,97950,씨제이제일제당 주식회사 보통주,CJ제일제당
KR7051500007,51500,씨제이프레시웨이,CJ프레시웨이
KR7096530001,96530,씨젠,씨젠
KYG2114A1094,900120,씨케이에이치푸드앤헬스리미티드,씨케이에이치
KR7101240000,101240,씨큐브,씨큐브
KR7060590007,60590,씨티씨바이오,씨티씨바이오
KR7260930003,260930,씨티케이,씨티케이
KR7013990007,13990,아가방앤컴퍼니,아가방컴퍼니
KR7123860009,123860,아나패스,아나패스
KR7025980004,25980,아난티,아난티
KR7008700007,8700,아남전자보통주,아남전자
KR7050320001,50320,아래스,아래스
KR7058220005,58220,아리온테크놀로지,아리온
KR7125210005,125210,아모그린텍,아모그린텍
KR7002791002,2795,아모레G1우선주,아모레G우
KR700279K010,00279K,아모레G3우선주(전환),아모레G3우(전환)
KR7002790004,2790,아모레G보통주,아모레G
KR7090431008,90435,아모레퍼시픽 1우선주,아모레퍼시픽우
KR7090430000,90430,아모레퍼시픽 보통주,아모레퍼시픽
KR7052710001,52710,아모텍,아모텍
KR7074430000,74430,아미노로직스,아미노로직스
KR7092040005,92040,아미코젠,아미코젠
KR7083930008,83930,아바코,아바코
KR7149950008,149950,아바텍,아바텍
KR7036010007,36010,아비코전자,아비코전자
KR7002030005,2030,아세아보통주,아세아
KR7183190008,183190,아세아시멘트보통주,아세아시멘트
KR7002310001,2310,아세아제지보통주,아세아제지
KR7050860006,50860,아세아텍,아세아텍
KR7012170007,12170,아센디오보통주,아센디오
KR7136410008,136410,아셈스,아셈스
KR7246720007,246720,아스타,아스타
KR7067390005,67390,아스트,아스트
KR7159010008,159010,아스플로,아스플로
KR7127710002,127710,아시아경제,아시아경제
KR7267850006,267850,아시아나IDT보통주,아시아나IDT
KR7020560009,20560,아시아나항공 보통주,아시아나항공
KR7227610003,227610,아우딘퓨쳐스,아우딘퓨쳐스
KR7143160000,143160,아이디스,아이디스
KR7054800008,54800,아이디스홀딩스,아이디스홀딩스
KR7332370006,332370,아이디피,아이디피
KR7122900004,122900,아이마켓코리아보통주,아이마켓코리아
KR7339950008,339950,아이비김영,아이비김영
KR7335870002,335870,아이비케이에스제12호기업인수목적,IBKS제12호스팩
KR7351340005,351340,아이비케이에스제13호기업인수목적,IBKS제13호스팩
KR7388790008,388790,아이비케이에스제16호기업인수목적,IBKS제16호스팩
KR7405350000,405350,아이비케이에스제17호기업인수목적,IBKS제17호스팩
KR7099190001,99190,아이센스,아이센스
KR7289010001,289010,아이스크림에듀,아이스크림에듀
KR7214430001,214430,아이쓰리시스템,아이쓰리시스템
KR7040910002,40910,아이씨디,아이씨디
KR7068940006,68940,아이씨케이,아이씨케이
KR7052860004,52860,아이앤씨테크놀로지,아이앤씨
KR7010780005,10780,아이에스동서보통주,아이에스동서
KR7095340006,95340,아이에스시,ISC
KR7069920007,69920,아이에스이커머스,아이에스이커머스
KR7038880001,38880,아이에이,아이에이
KR7307180000,307180,아이엘사이언스,아이엘사이언스
KR7101390003,101390,아이엠,아이엠
KR7052220001,52220,아이엠비씨,iMBC
KR7078860004,78860,아이오케이컴퍼니,아이오케이
KR7114810005,114810,아이원스,아이원스
KR7090150004,90150,아이윈,아이윈
KR7031310006,31310,아이즈비전,아이즈비전
KR7185490000,185490,아이진,아이진
KR7059100008,59100,아이컴포넌트,아이컴포넌트
KR7149010001,149010,아이케이세미콘,아이케이세미콘
KR7262840002,262840,아이퀘스트,아이퀘스트
KR7175250000,175250,아이큐어,아이큐어
KR7052460003,52460,아이크래프트,아이크래프트
KR7119830008,119830,아이텍,아이텍
KR7052770005,52770,아이톡시,아이톡시
KR7124500000,124500,아이티센,아이티센
KR7372800003,372800,아이티아이즈,아이티아이즈
KR7099520009,99520,아이티엑스에이아이,ITX-AI
KR7084850007,84850,아이티엠반도체,아이티엠반도체
KR7114840002,114840,아이패밀리에스씨,아이패밀리에스씨
KR7139990006,139990,아주스틸보통주,아주스틸
KR7027360007,27360,아주아이비투자,아주IB투자
KR7032080004,32080,아즈텍더블유비이,아즈텍WB
KR7013310008,13310,아진산업,아진산업
KR7059120006,59120,아진엑스텍,아진엑스텍
KR7158430009,158430,아톤,아톤
KR7149300006,149300,아퓨어스,아퓨어스
KR7067160002,67160,아프리카티비,아프리카TV
KR7001540004,1540,안국약품,안국약품
KR7053800009,53800,안랩,안랩
KR7251280004,251280,안지오랩,안지오랩
KR7065660003,65660,안트로젠,안트로젠
KR7297570004,297570,알로이스,알로이스
KR7001780006,1780,알루코 보통주,알루코
KR7260660006,260660,알리코제약,알리코제약
KR7361570005,361570,알비더블유,알비더블유
KR7131370009,131370,알서포트,알서포트
KR7140670001,140670,알에스오토메이션,알에스오토메이션
KR7327260006,327260,알에프머트리얼즈,RF머트리얼즈
KR7096610001,96610,알에프세미,알에프세미
KR7218410009,218410,알에프에이치아이씨,RFHIC
KR7061040002,61040,알에프텍,알에프텍
KR7148250004,148250,알엔투테크놀로지,알엔투테크놀로지
KR7347860009,347860,알체라,알체라
KR7196170005,196170,알테오젠,알테오젠
KR7123750002,123750,알톤스포츠,알톤스포츠
KR7085810000,85810,알티캐스트,알티캐스트
KR7117670000,117670,알파홀딩스,알파홀딩스
KR7291650000,291650,압타머사이언스,압타머사이언스
KR7293780003,293780,압타바이오,압타바이오
KR7267810000,267810,앙츠,앙츠
KR7018250001,18250,애경산업보통주,애경산업
KR7161000005,161000,애경케미칼보통주,애경케미칼
KR7196300008,196300,애니젠,애니젠
KR7310200001,310200,애니플러스,애니플러스
KR7179530001,179530,애드바이오텍,애드바이오텍
USU652221081,900100,애머릿지코퍼레이션,애머릿지
KR7205500002,205500,액션스퀘어,액션스퀘어
KR7052790003,52790,액토즈소프트,액토즈소프트
KR7290740000,290740,액트로,액트로
KR7238090005,238090,앤디포스,앤디포스
KR7092600006,92600,앤씨앤,앤씨앤
KR7129890000,129890,앱코,앱코
KR7174900001,174900,앱클론 주식회사,앱클론
KR7255440000,255440,야스,야스
KR7060230000,60230,얍엑스,얍엑스
KR7030960009,30960,양지사,양지사
KR7102120003,102120,어보브반도체,어보브반도체
KR7238120000,238120,얼라인드제네틱스,얼라인드
KR7224810002,224810,엄지하우스,엄지하우스
KR7019990001,19990,에너토크,에너토크
KR7011090008,11090,에넥스보통주,에넥스
KR7136510005,136510,에디슨이브이,에디슨EV
KR7270660004,270660,에브리봇 주식회사,에브리봇
KR7038680005,38680,에스넷시스템,에스넷
KR7137310009,137310,에스디바이오센서보통주,에스디바이오센서
KR7217480003,217480,에스디생명공학,에스디생명공학
KR7121890008,121890,에스디시스템,에스디시스템
KR7099220006,99220,에스디엔,SDN
KR7097780001,97780,에스맥,에스맥
KR7289080004,289080,에스브이인베스트먼트,SV인베스트먼트
KR7019550003,19550,에스비아이인베스트먼트,SBI인베스트먼트
KR7034120006,34120,에스비에스보통주,SBS
KR7046140000,46140,에스비에스콘텐츠허브,SBS콘텐츠허브
KR7042110007,42110,에스씨디,에스씨디
KR7036120004,36120,에스씨아이평가정보,SCI평가정보
KR7298060005,298060,에스씨엠생명과학,에스씨엠생명과학
KR7065420002,65420,에스아이리소스,에스아이리소스
KR7270210008,270210,에스알바이오텍,에스알바이오텍
KR7103230009,103230,에스앤더블류,에스앤더블류
KR7260970009,260970,에스앤디,에스앤디
KR7101490001,101490,에스앤에스텍,에스앤에스텍
KR8392100002,950180,에스앤케이,SNK
KR7095910006,95910,에스에너지,에스에너지
KR7275630002,275630,에스에스알,에스에스알
KR7031330004,31330,에스에이엠티,에스에이엠티
KR7060540002,60540,에스에이티,에스에이티
KR7351320007,351320,에스에이티,에스에이티이엔지
KR7056190002,56190,에스에프에이,에스에프에이
KR7036540003,36540,에스에프에이반도체,SFA반도체
KR7080000003,80000,에스엔유프리시젼,에스엔유
KR7091340000,91340,에스엔케이폴리텍,S&K폴리텍
KR7214310005,214310,에스엘바이오닉스,에스엘바이오닉스
KR7005850003,5850,에스엘보통주,에스엘
KR7246250005,246250,에스엘에스바이오,에스엘에스바이오
KR7063440002,63440,에스엠라이프디자인그룹,SM Life Design
KR7299670000,299670,에스엠비나,에스엠비나
KR7041510009,41510,에스엠엔터테인먼트,에스엠
KR7048550008,48550,에스엠컬처앤콘텐츠,SM C&C
KR7007820004,7820,에스엠코어,에스엠코어
KR7109610006,109610,에스와이,에스와이
KR7012750006,12750,에스원보통주,에스원
KR7306040007,306040,에스제이그룹,에스제이그룹
KR7217910009,217910,에스제이켐,에스제이켐
KR7004060000,4060,에스지세계물산보통주,SG세계물산
KR7016250003,16250,에스지씨이테크건설,SGC이테크건설
KR7049470008,49470,에스지에이,SGA
KR7184230001,184230,에스지에이 솔루션즈,SGA솔루션즈
KR7040610008,40610,에스지엔지,SG&G
KR7255220006,255220,에스지이,SG
KR7006121008,6125,에스케이디스커버리1우선주,SK디스커버리우
KR7006120000,6120,에스케이디스커버리보통주,SK디스커버리
KR7068400001,68400,에스케이렌터카보통주,SK렌터카
KR7302440003,302440,에스케이바이오사이언스보통주,SK바이오사이언스
KR7326030004,326030,에스케이바이오팜보통주,SK바이오팜
KR7224020008,224020,에스케이씨에스,에스케이씨에스
KR7337450001,337450,에스케이제5호기업인수목적,SK5호스팩
KR7340350008,340350,에스케이제6호기업인수목적,SK6호스팩
KR7000660001,660,에스케이하이닉스보통주,SK하이닉스
KR7096630009,96630,에스코넥,에스코넥
KR7069510006,69510,에스텍,에스텍
KR7041910001,41910,에스텍파마,에스텍파마
KR7234300002,234300,에스트래픽,에스트래픽
KR7039440003,39440,에스티아이,에스티아이
KR7098660004,98660,에스티오,에스티오
KR7052020005,52020,에스티큐브,에스티큐브
KR7237690003,237690,에스티팜,에스티팜
KR7050760008,50760,에스폴리텍,에스폴리텍
KR7288620008,288620,에스퓨얼셀,에스퓨얼셀
KR7317830008,317830,에스피시스템스,에스피시스템스
KR7058610007,58610,에스피지,에스피지
KR7043340009,43340,에쎈테크,에쎈테크
KR7023960008,23960,에쓰씨엔지니어링보통주,에쓰씨엔지니어링
KR7298690009,298690,에어부산보통주,에어부산
KR7187660006,187660,에이디엠코리아,에이디엠코리아
KR7054630009,54630,에이디칩스,에이디칩스
KR7200710002,200710,에이디테크놀로지,에이디테크놀로지
KR7096690003,96690,에이루트,에이루트
KR7078520004,78520,에이블씨엔씨보통주,에이블씨엔씨
KR7298380007,298380,에이비엘바이오,에이비엘바이오
KR7203400007,203400,에이비온,에이비온
KR7195990007,195990,에이비프로바이오,에이비프로바이오
KR7003800000,3800,에이스침대,에이스침대
KR7088800008,88800,에이스테크놀로지,에이스테크
KR7241840008,241840,에이스토리,에이스토리
KR7312610009,312610,에이에프더블류,에이에프더블류
KR7015260003,15260,에이엔피보통주,에이엔피
KR7234070001,234070,에이원알폼,에이원알폼
KR7140910001,140910,에이자기관리부동산투자회사보통주,에이리츠
KR7039570007,39570,에이치디씨랩스보통주,HDC랩스
KR7089470009,89470,에이치디씨현대이피보통주,HDC현대EP
KR7297890006,297890,에이치비솔루션,HB솔루션
KR7078150000,78150,에이치비테크놀러지,HB테크놀러지
KR7072990005,72990,에이치시티,에이치시티
KR7036640001,36640,에이치알에스,HRS
KR7227100005,227100,에이치앤비디자인,에이치앤비디자인
KR7082740002,82740,에이치에스디엔진보통주,HSD엔진
KR7044990000,44990,에이치엔에스하이텍,에이치엔에스하이텍
KR7176440006,176440,에이치엔티일렉트로닉스,에이치엔티
KR7028300002,28300,에이치엘비,HLB
KR7067630004,67630,에이치엘비생명과학,HLB생명과학
KR7047920004,47920,에이치엘비제약,HLB제약
KR7115450009,115450,에이치엘비테라퓨틱스,HLB테라퓨틱스
KR7043220003,43220,에이치엘비파워,에이치엘비파워
KR7239610009,239610,에이치엘사이언스,에이치엘사이언스
KR7353070006,353070,에이치엠씨아이비제4호기업인수목적,에이치엠씨제4호스팩
KR7353060007,353060,에이치엠씨아이비제5호기업인수목적,에이치엠씨제5호스팩
KR7011200003,11200,에이치엠엠보통주,HMM
KR7044780005,44780,에이치케이,에이치케이
KR7195940002,195940,에이치케이이노엔,HK이노엔
KR7357230002,357230,에이치피오,에이치피오
KR7071670004,71670,에이테크솔루션,에이테크솔루션
KR7045660008,45660,에이텍,에이텍
KR7224110007,224110,에이텍티앤,에이텍티앤
KR7230980005,230980,에이트원,에이트원
KR7021080007,21080,에이티넘인베스트먼트,에이티넘인베스트
KR7089530000,89530,에이티세미콘,에이티세미콘
KR7200470003,200470,에이팩트,에이팩트
KR7207490004,207490,에이펙스인텍,에이펙스인텍
KR7262260003,262260,에이프로,에이프로
KR7007460009,7460,에이프로젠메디신보통주,에이프로젠 MED
KR7003060001,3060,에이프로젠제약보통주,에이프로젠제약
KR7109960005,109960,에이프로젠헬스케어앤게임즈,에이프로젠 H&G
KR7244920005,244920,에이플러스에셋보통주,에이플러스에셋
KR7265520007,265520,에이피시스템,AP시스템
KR7054620000,54620,에이피에스홀딩스,APS홀딩스
KR7211270004,211270,에이피위성,AP위성
KR7089970008,89970,에이피티씨,에이피티씨
KR7230240004,230240,에치에프알,에치에프알
KR7230360000,230360,에코마케팅,에코마케팅
KR7038870002,38870,에코바이오홀딩스,에코바이오
KR7128540002,128540,에코캡,에코캡
KR7086520004,86520,에코프로,에코프로
KR7247540008,247540,에코프로비엠,에코프로비엠
KR7383310000,383310,에코프로에이치엔,에코프로에이치엔
KR7038110003,38110,에코플라스틱,에코플라스틱
KR7073540007,73540,에프알텍,에프알텍
KR7064850001,64850,에프앤가이드,에프앤가이드
KR7064090004,64090,에프앤리퍼블릭,에프앤리퍼블릭
KR7214270001,214270,에프에스엔,FSN
KR7036810000,36810,에프에스티,에프에스티
KR7173940008,173940,에프엔씨엔터테인먼트,에프엔씨엔터
KR7083500009,83500,에프엔에스테크,에프엔에스테크
KR7054940002,54940,엑사이엔씨,엑사이엔씨
KR8840090003,950130,엑세스바이오,엑세스바이오
KR7205100001,205100,엑셈,엑셈
KR7070300009,70300,엑스큐어,엑스큐어
KR7092870005,92870,엑시콘,엑시콘
KR7317870004,317870,엔바이오니아,엔바이오니아
KR7067570002,67570,엔브이에이치코리아,엔브이에이치코리아
KR7236810008,236810,엔비티,엔비티
KR7140610007,140610,엔솔바이오사이언스,엔솔바이오사이언스
KR7333620003,333620,엔시스,엔시스
KR7101400000,101400,엔시트론,엔시트론
KR7036570000,36570,엔씨소프트보통주,엔씨소프트
KR7217820000,217820,엔에스,엔에스
KR7138250006,138250,엔에스쇼핑보통주,엔에스쇼핑
KR7031860000,31860,엔에스엔,엔에스엔
KR7238170005,238170,엔에스엠,엔에스엠
KR7224760009,224760,엔에스컴퍼니,엔에스컴퍼니
KR7365590009,365590,엔에이치기업인수목적18호,엔에이치스팩18호
KR7380440008,380440,엔에이치기업인수목적19호보통주,엔에이치스팩19호
KR7391060001,391060,엔에이치기업인수목적20호,엔에이치스팩20호
KR7391710001,391710,엔에이치기업인수목적21호,엔에이치스팩21호
KR7396770000,396770,엔에이치기업인수목적22호,엔에이치스팩22호
KR7104200001,104200,엔에이치엔벅스,NHN벅스
KR7060250008,60250,엔에이치엔한국사이버결제,NHN한국사이버결제
KR7400760005,400760,엔에이치올원리츠보통주,NH올원리츠
KR7005941000,5945,엔에이치투자증권1우선주,NH투자증권우
KR7005940002,5940,엔에이치투자증권보통주,NH투자증권
KR7265740001,265740,엔에프씨,엔에프씨
KR7053290003,53290,엔이능률,NE능률
KR7354200008,354200,엔젠바이오,엔젠바이오
KR7093510006,93510,엔지브이아이,엔지브이아이
KR7208860007,208860,엔지스테크널러지,엔지스테크널러지
KR7183490002,183490,엔지켐생명과학,엔지켐생명과학
KR7085310001,85310,엔케이 보통주,엔케이
KR7182400002,182400,엔케이맥스,엔케이맥스
KR7348370008,348370,엔켐,엔켐
KR7069410009,69410,엔텔스,엔텔스
KR7227950003,227950,엔투텍,엔투텍
KR7291230001,291230,엔피,엔피
KR7198080004,198080,엔피디,엔피디
KR7048830004,48830,엔피케이,엔피케이
KR7096870001,96870,엘디티,엘디티
KR7276240009,276240,엘리비젼,엘리비젼
KYG5307W1015,900140,엘브이엠씨홀딩스보통주,엘브이엠씨홀딩스
KR7376190005,376190,엘비루셈,엘비루셈
KR7061970000,61970,엘비세미콘,엘비세미콘
KR7138690003,138690,엘아이에스,엘아이에스
KR7290650001,290650,엘앤씨바이오,엘앤씨바이오
KR7066970005,66970,엘앤에프,엘앤에프
KR7156100000,156100,엘앤케이바이오메드,엘앤케이바이오
KR7229640008,229640,엘에스전선아시아보통주,LS전선아시아
KR7311060008,311060,엘에이티,엘에이티
KR7108320003,108320,엘엑스세미콘,LX세미콘
KR7108671009,108675,엘엑스하우시스1우선주,LX하우시스우
KR7108670001,108670,엘엑스하우시스보통주,LX하우시스
KR738380K012,38380K,엘엑스홀딩스1우선주,LX홀딩스1우
KR7383800000,383800,엘엑스홀딩스보통주,LX홀딩스
KR7073110009,73110,엘엠에스,엘엠에스
KR7083310003,83310,엘오티베큠,엘오티베큠
KR7037560000,37560,엘지헬로비전보통주,LG헬로비전
KR7037950003,37950,엘컴텍,엘컴텍
KR7170920003,170920,엘티씨,엘티씨
KR7058630005,58630,엠게임,엠게임
KR7058970005,58970,엠로,엠로
KR7019590009,19590,엠벤처투자,엠벤처투자
KR7097520001,97520,엠씨넥스보통주,엠씨넥스
KR7179290002,179290,엠아이텍,엠아이텍
KR7225860006,225860,엠앤씨생명과학,엠앤씨생명과학
KR7009780008,9780,엠에스씨,엠에스씨
KR7123040008,123040,엠에스오토텍,엠에스오토텍
KR7323230003,323230,엠에프엠코리아,엠에프엠코리아
KR7033160003,33160,엠케이전자,엠케이전자
KR7347890006,347890,엠투아이코퍼레이션,엠투아이
KR7033310004,33310,엠투엔,엠투엔
KR7259630002,259630,엠플러스,엠플러스
KR7065150005,65150,엠피대산,엠피대산
KR7115960007,115960,연우,연우
KR7090740002,90740,연이비앤티,연이비앤티
KR7060850005,60850,영림원소프트랩,영림원소프트랩
KR7014440002,14440,영보화학보통주,영보화학
KR7007530009,7530,영신금속공업,영신금속
KR7143540003,143540,영우디에스피,영우디에스피
KR7111770004,111770,영원무역보통주,영원무역
KR7009970005,9970,영원무역홀딩스보통주,영원무역홀딩스
KR7003520004,3520,영진약품보통주,영진약품
KR7000670000,670,영풍보통주,영풍
KR7036560001,36560,영풍정밀,영풍정밀
KR7006740005,6740,영풍제지보통주,영풍제지
KR7012280004,12280,영화금속보통주,영화금속
KR7265560003,265560,영화테크,영화테크
KR7012160008,12160,영흥보통주,영흥
KR7036000008,36000,예림당,예림당
KR7250930005,250930,예선테크,예선테크
KR7053280004,53280,예스이십사,예스24
KR7015360001,15360,예스코홀딩스보통주,예스코홀딩스
KR7122640006,122640,예스티,예스티
KR7403360001,403360,예스피치,예스피치
HK0000312568,900300,오가닉티코스메틱스홀딩스컴퍼니리미티드,오가닉티코스메틱
KR7045060001,45060,오공,오공
KR7080520000,80520,오디텍,오디텍
KR7007310006,7310,오뚜기보통주,오뚜기
KR7039830005,39830,오로라월드,오로라
KR7322310004,322310,오로스테크놀로지,오로스테크놀로지
KR7046120002,46120,오르비텍,오르비텍
KR7014940001,14940,오리엔탈정공,오리엔탈정공
KR7002630002,2630,오리엔트바이오보통주,오리엔트바이오
KR7065500001,65500,오리엔트정공,오리엔트정공
KR7271560005,271560,오리온보통주,오리온
KR7001800002,1800,오리온홀딩스보통주,오리온홀딩스
KR7010470003,10470,오리콤,오리콤
KR7352910004,352910,오비고,오비고
KR7053980009,53980,오상자이엘,오상자이엘
KR7052420007,52420,오성첨단소재,오성첨단소재
KR7241790005,241790,오션브릿지,오션브릿지
KR7329020002,329020,오션스톤,오션스톤
KR7039200001,39200,오스코텍,오스코텍
KR7031510001,31510,오스템,오스템
KR7048260004,48260,오스템임플란트,오스템임플란트
KR7138080007,138080,오이솔루션,오이솔루션
KR7080580004,80580,오킨스전자,오킨스전자
KR7067170001,67170,오텍,오텍
KR7353590003,353590,오토앤,오토앤
KR7173130006,173130,오파스넷,오파스넷
KR7049480007,49480,오픈베이스,오픈베이스
KR7309930006,309930,오하임아이엔티,오하임아이엔티
KR7244460002,244460,올리패스,올리패스
KR7226950004,226950,올릭스,올릭스
KR7057540007,57540,옴니시스템,옴니시스템
KR7082210006,82210,옵트론텍,옵트론텍
KR7109080002,109080,옵티시스,옵티시스
KR7153710009,153710,옵티팜,옵티팜
KR7051390003,51390,와이더블유,YW
KR7321820003,321820,와이더플래닛,와이더플래닛
KR7057030009,57030,와이비엠넷,YBM넷
KR7122990005,122990,와이솔,와이솔
KR7232140004,232140,와이아이케이,와이아이케이
KR7065530008,65530,와이어블,와이어블
KR7067900001,67900,와이엔텍,와이엔텍
KR7155650005,155650,와이엠씨,와이엠씨
KR7273640003,273640,와이엠텍,와이엠텍
KR7251370003,251370,와이엠티,와이엠티
KR7066430000,66430,와이오엠,와이오엠
KR7193250008,193250,와이제이엠게임즈,와이제이엠게임즈
KR7273060004,273060,와이즈버즈,와이즈버즈
KR7019210004,19210,와이지-원,와이지-원
KR7122870009,122870,와이지엔터테인먼트,와이지엔터테인먼트
KR7037270006,37270,와이지플러스보통주,YG PLUS
KR7011690005,11690,와이투솔루션보통주,와이투솔루션
KR7040300006,40300,와이티엔,YTN
KR7332570001,332570,와이팜,와이팜
KR7079000006,79000,와토스 코리아,와토스코리아
KR7316140003,316140,우리금융지주보통주,우리금융지주
KR7032820003,32820,우리기술,우리기술
KR7041190000,41190,우리기술투자,우리기술투자
KR7115440000,115440,우리넷,우리넷
KR7118000009,118000,우리들휴브레인보통주,우리들휴브레인
KR7046970000,46970,우리로,우리로
KR7082850009,82850,우리바이오,우리바이오
KR7215360009,215360,우리산업,우리산업
