표준코드,단축코드,한글 종목명,한글 종목약명
KR7072470008,72470,우리산업홀딩스,우리산업홀딩스
KR7073560005,73560,우리손에프앤지 농업회사법인,우리손에프앤지
KR7153490008,153490,우리이앤엘,우리이앤엘
KR7037400009,37400,우리조명,우리조명
KR7010050003,10050,우리종합금융보통주,우리종금
KR7101170009,101170,우림피티에스,우림피티에스
KR7006980007,6980,우성보통주,우성
KR7066590001,66590,우수AMS,우수AMS
KR7017370008,17370,우신시스템보통주,우신시스템
KR7103840005,103840,우양,우양
KR7046940003,46940,우원개발,우원개발
KR7215380007,215380,우정바이오,우정바이오
KR7065680001,65680,우주일렉트로닉스,우주일렉트로
KR7105840003,105840,우진보통주,우진
KR7018620005,18620,우진비앤지,우진비앤지
KR7010400000,10400,우진아이엔에스보통주,우진아이엔에스
KR7049800006,49800,우진플라임 보통주,우진플라임
KR7016880007,16880,웅진보통주,웅진
KR7095720009,95720,웅진씽크빅 보통주,웅진씽크빅
KR7005820006,5820,원림보통주,원림
KR7307280008,307280,원바이오젠,원바이오젠
KR7053080008,53080,원방테크,원방테크
KR7032940009,32940,원익,원익
KR7104830005,104830,원익머트리얼즈,원익머트리얼즈
KR7240810002,240810,원익아이피에스,원익IPS
KR7014190003,14190,원익큐브,원익큐브
KR7074600008,74600,원익큐엔씨,원익QnC
KR7131390007,131390,원익피앤이,원익피앤이
KR7030530000,30530,원익홀딩스,원익홀딩스
KR7012620001,12620,원일특강,원일특강
KR7382840007,382840,원준,원준
KR7216280008,216280,원텍,원텍
KR7376980009,376980,원티드랩,원티드랩
KR7122830003,122830,원포유,원포유
KR7008370009,8370,원풍,원풍
KR7008290009,8290,원풍물산,원풍물산
KR7101160000,101160,월덱스,월덱스
KR7095270005,95270,웨이브일렉트로닉스,웨이브일렉트로
KR7010600005,10600,웰바이오텍보통주,웰바이오텍
KR7065950008,65950,웰크론,웰크론
KR7076080001,76080,웰크론한텍,웰크론한텍
KR7196700009,196700,웹스,웹스
KR7069080000,69080,웹젠,웹젠
KR7053580007,53580,웹케시,웹케시
KR7071460000,71460,위니아딤채,위니아딤채
KR7044340008,44340,위닉스,위닉스
KR7330350000,330350,위더스제약,위더스제약
KR7348350000,348350,위드텍,위드텍
KR7112040001,112040,위메이드,위메이드
KR7101730000,101730,위메이드맥스,위메이드맥스
KR7065370009,65370,위세아이텍,위세아이텍
KR7140660002,140660,위월드 주식회사,위월드
KR7038620001,38620,위즈코프,위즈코프
KR7299900001,299900,위지윅스튜디오,위지윅스튜디오
KR7036090009,36090,위지트,위지트
KR7136540002,136540,윈스,윈스
KR7320000003,320000,윈텍,윈텍
KR7097800007,97800,윈팩,윈팩
KR7192390003,192390,윈하이텍,윈하이텍
KR7313760001,313760,윌링스,윌링스
KR7008600009,8600,윌비스보통주,윌비스
HK0000449303,900340,윙입푸드홀딩스,윙입푸드
KR7064510001,64510,유네코,유네코
KR7014830004,14830,유니드 보통주,유니드
KR7036200004,36200,유니셈,유니셈
KR7018000000,18000,유니슨,유니슨
KR7047400007,47400,유니온머티리얼보통주,유니온머티리얼
KR7000910000,910,유니온보통주,유니온
KR7203450002,203450,유니온커뮤니티,유니온커뮤니티
KR7011330008,11330,유니켐보통주,유니켐
KR7077500007,77500,유니퀘스트 보통주,유니퀘스트
KR7011320009,11320,유니크,유니크
KR7086390002,86390,유니테스트,유니테스트
KR7241690007,241690,유니테크노,유니테크노
KR7142210004,142210,유니트론텍,유니트론텍
KR7121060008,121060,유니포인트,유니포인트
KR7048430003,48430,유라테크,유라테크
KR7206650004,206650,유바이오로직스,유바이오로직스
KR7089850002,89850,유비벨록스,유비벨록스
KR7032620007,32620,유비케어,유비케어
KR7264450008,264450,유비쿼스,유비쿼스
KR7078070000,78070,유비쿼스홀딩스,유비쿼스홀딩스
KR7002920007,2920,유성기업보통주,유성기업
KR7024800005,24800,유성티엔에스,유성티엔에스
KR7000700005,700,유수홀딩스보통주,유수홀딩스
KR7054930003,54930,유신,유신
KR7038340006,38340,유씨아이,UCI
KR7069330009,69330,유아이디,유아이디
KR7049520000,49520,유아이엘,유아이엘
KR7336060009,336060,유안타제5호기업인수목적,유안타제5호스팩
KR7367460003,367460,유안타제7호기업인수목적,유안타제7호스팩
KR7367480001,367480,유안타제8호기업인수목적,유안타제8호스팩
KR7003471000,3475,유안타증권1우선주,유안타증권우
KR7003470002,3470,유안타증권보통주,유안타증권
KR7056090004,56090,유앤아이,유앤아이
KR7263770000,263770,유에스티,유에스티
KR7337840003,337840,유엑스엔,유엑스엔
KR7072130008,72130,유엔젤보통주,유엔젤
KR7000221002,225,유유제약1우선주,유유제약1우
KR7000222000,227,유유제약2우선주(신형),유유제약2우B
KR7000220004,220,유유제약보통주,유유제약
KR7340930007,340930,유일에너테크,유일에너테크
KR7023410004,23410,유진기업,유진기업
KR7373340009,373340,유진기업인수목적6호,유진스팩6호
KR7388800005,388800,유진기업인수목적7호,유진스팩7호
KR7056080005,56080,유진로봇,유진로봇
KR7084370006,84370,유진테크,유진테크
KR7001200005,1200,유진투자증권보통주,유진투자증권
KR7178780003,178780,유테크,유테크
KR7221800006,221800,유투바이오,유투바이오
KR7179900006,179900,유티아이,유티아이
KR7263050007,263050,유틸렉스,유틸렉스
KR7000101006,105,유한양행1우선주,유한양행우
KR7000100008,100,유한양행보통주,유한양행
KR7003461001,3465,유화증권1우선주,유화증권우
KR7003460003,3460,유화증권보통주,유화증권
KR7191410000,191410,육일씨엔에쓰,육일씨엔에쓰
KR7008730004,8730,율촌화학보통주,율촌화학
KR7072770001,72770,율호,율호
KR7008250003,8250,이건산업보통주,이건산업
KR7039020003,39020,이건홀딩스,이건홀딩스
KR7025820002,25820,이구산업보통주,이구산업
KR7067920009,67920,이글루시큐리티,이글루시큐리티
KR7044960003,44960,이글벳,이글벳
KR7303530000,303530,이노뎁,이노뎁
KR7302430004,302430,이노메트리,이노메트리
KR7279060008,279060,이노벡스,이노벡스
KR7214320004,214320,이노션보통주,이노션
KR7073490005,73490,이노와이어리스,이노와이어리스
KR7215790007,215790,이노인스트루먼트,이노인스트루먼트
KR7344860002,344860,이노진,이노진
KR7246960009,246960,이노테라피,이노테라피
KR7088390000,88390,이녹스,이녹스
KR7272290008,272290,이녹스첨단소재,이녹스첨단소재
KR7053350005,53350,이니텍,이니텍
KR7258610005,258610,이더블유케이,이더블유케이
KR7041520008,41520,이라이콤,이라이콤
KR7264850009,264850,이랜시스,이랜시스
KR7054210000,54210,이랜텍,이랜텍
KR7164060006,164060,이루다,이루다
KR7065440000,65440,이루온,이루온
KR7088260005,88260,이리츠코크렙기업구조조정부동산투자회사보통주,이리츠코크렙
KR7139480008,139480,이마트보통주,이마트
KR7115610008,115610,이미지스테크놀로지,이미지스
KR7349720003,349720,이베스트기업인수목적5호,이베스트스팩5호
KR7078020005,78020,이베스트투자증권,이베스트투자증권
KR7131400004,131400,이브이첨단소재,이브이첨단소재
KR7208850008,208850,이비테크,이비테크
KR7351330006,351330,이삭엔지니어링,이삭엔지니어링
KR7080010002,80010,이상네트웍스,이상네트웍스
KR7379390008,379390,이성씨엔아이,이성씨엔아이
KR7086890001,86890,이수앱지스,이수앱지스
KR7007660004,7660,이수페타시스보통주,이수페타시스
KR7005950001,5950,이수화학보통주,이수화학
KR7015020001,15020,이스타코보통주,이스타코
KR7047560008,47560,이스트소프트,이스트소프트
HK0000057197,900110,이스트아시아홀딩스인베스트먼트리미티드,이스트아시아홀딩스
KR7270020001,270020,이십일스토어,이십일스토어
KR7067010009,67010,이씨에스텔레콤,이씨에스
KR7093230001,93230,이아이디보통주,이아이디
KR7341310001,341310,이앤에치,이앤에치
KR7101360006,101360,이엔드디,이엔드디
KR7102710001,102710,이엔에프테크놀로지,이엔에프테크놀로지
KR7066980004,66980,이엔코퍼레이션,이엔코퍼레이션
KR7074610007,74610,이엔플러스보통주,이엔플러스
KR7063760003,63760,이엘피,이엘피
KR7123570004,123570,이엠넷,이엠넷
KR7079190005,79190,이엠따블유,EMW
KR7278990007,278990,이엠비,EMB
KR7083470005,83470,이엠앤아이,이엠앤아이
KR7095190005,95190,이엠코리아,이엠코리아
KR7091120006,91120,이엠텍,이엠텍
KR7232530006,232530,이엠티,이엠티
KR7102460003,102460,이연제약보통주,이연제약
KR7039030002,39030,이오테크닉스,이오테크닉스
KR7294090006,294090,이오플로우,이오플로우
KR7245620000,245620,이원다이애그노믹스,EDGC
KR7088290002,88290,이원컴포텍,이원컴포텍
KR7084680008,84680,이월드보통주,이월드
KR7181340001,181340,이즈미디어,이즈미디어
KR7037370004,37370,이지,EG
KR7353810005,353810,이지바이오,이지바이오
KR7350520003,350520,이지스레지던스리츠보통주,이지스레지던스리츠
KR7334890001,334890,이지스밸류플러스리츠보통주,이지스밸류리츠
KR7099750002,99750,이지케어텍,이지케어텍
KR7377330006,377330,이지트로닉스,이지트로닉스
KR7035810001,35810,이지홀딩스,이지홀딩스
KR7160600003,160600,이큐셀,이큐셀
KR7092130004,92130,이크레더블,이크레더블
KR7096040001,96040,이트론,이트론
KR7134060003,134060,이퓨쳐,이퓨쳐
KR7001840008,1840,이화공영,이화공영
KR7000760009,760,이화산업보통주,이화산업
KR7024810004,24810,이화전기공업,이화전기
KR7014990006,14990,인디에프보통주,인디에프
KR7041830001,41830,인바디,인바디
KR7352940001,352940,인바이오,인바이오
KR7101140002,101140,인바이오젠보통주,인바이오젠
KR7216400002,216400,인바이츠바이오코아,인바이츠바이오코아
KR7079950002,79950,인베니아,인베니아
KR7277410007,277410,인산가,인산가
KR7060150000,60150,인선이엔티,인선이엔티
KR7033230004,33230,인성정보,인성정보
KR7006490007,6490,인스코비보통주,인스코비
KR7037330008,37330,인지디스플레이,인지디스플레
KR7023800006,23800,인지컨트롤스보통주,인지컨트롤스
KR7034590000,34590,인천도시가스 보통주,인천도시가스
KR7211050000,211050,인카금융서비스,인카금융서비스
KR7083640003,83640,인콘,인콘
KR7216050005,216050,인크로스,인크로스
KR7049070006,49070,인탑스,인탑스
KR7119610004,119610,인터로조,인터로조
KR7017250002,17250,인터엠,인터엠
KR7129260006,129260,인터지스보통주,인터지스
KR7240340000,240340,인터코스,인터코스
KR7035080001,35080,인터파크,인터파크
KR7051370005,51370,인터플렉스,인터플렉스
KR7064290000,64290,인텍플러스,인텍플러스
KR7189300007,189300,인텔리안테크놀로지스,인텔리안테크
KR7150840007,150840,인트로메딕,인트로메딕
KR7048530000,48530,인트론바이오테크놀로지,인트론바이오
KR7023810005,23810,인팩보통주,인팩
KR7175140003,175140,인포마크,인포마크
KR7115310005,115310,인포바인,인포바인
KR7039290002,39290,인포뱅크,인포뱅크
KR7071200000,71200,인피니트헬스케어,인피니트헬스케어
KR7016670002,16670,인피니티엔티,인피니티엔티
KR7101930006,101930,인화정공,인화정공
KR7249420001,249420,일동제약보통주,일동제약
KR7000230003,230,일동홀딩스보통주,일동홀딩스
KR7013360003,13360,일성건설보통주,일성건설
KR7003120003,3120,일성신약보통주,일성신약
KR7333430007,333430,일승,일승
KR7068330000,68330,일신바이오베이스,일신바이오
KR7003200003,3200,일신방직보통주,일신방직
KR7007110000,7110,일신석재보통주,일신석재
KR7058450008,58450,일야,일야
KR7007571003,7575,일양약품1우선주,일양약품우
KR7007570005,7570,일양약품보통주,일양약품
KR7008500001,8500,일정실업보통주,일정실업
KR7019540004,19540,일지테크,일지테크
KR7081000002,81000,일진다이아몬드 보통주,일진다이아
KR7020760005,20760,일진디스플레이보통주,일진디스플
KR7020150009,20150,일진머티리얼즈보통주,일진머티리얼즈
KR7103590006,103590,일진전기 보통주,일진전기
KR7094820008,94820,일진파워,일진파워
KR7271940009,271940,일진하이솔루스보통주,일진하이솔루스
KR7015860000,15860,일진홀딩스보통주,일진홀딩스
KR7226320000,226320,잇츠한불보통주,잇츠한불
KR8840110108,950140,잉글우드랩,잉글우드랩
KR7049550007,49550,잉크테크,잉크테크
KR7254120009,254120,자비스,자비스
KR7043910009,43910,자연과 환경,자연과환경
KR7234920007,234920,자이글,자이글
KR7289220006,289220,자이언트스텝,자이언트스텝
KR7317400000,317400,자이에스앤디보통주,자이에스앤디
KR7033240003,33240,자화전자보통주,자화전자
KR7174880005,174880,장원테크,장원테크
KR7049630007,49630,재영솔루텍,재영솔루텍
KR7000950006,950,전방보통주,전방
KR7110020005,110020,전진바이오팜,전진바이오팜
KR7208140004,208140,정다운,정다운
KR7022220008,22220,정산애강,정산애강
KR7040420002,40420,정상제이엘에스,정상제이엘에스
KR7045510005,45510,정원엔시스,정원엔시스
KR7217190008,217190,제너셈,제너셈
KR7095700001,95700,제넥신,제넥신
KR7072520000,72520,제넨바이오,제넨바이오
KR7122310006,122310,제노레이,제노레이
KR7361390008,361390,제노코,제노코
KR7066830001,66830,제노텍,제노텍
KR7225220003,225220,제놀루션,제놀루션
KR7123330003,123330,제닉,제닉
KR7159580000,159580,제로투세븐,제로투세븐
KR7147830004,147830,제룡산업,제룡산업
KR7033100009,33100,제룡전기,제룡전기
KR7079370003,79370,제우스,제우스
KR7067290007,67290,제이더블유신약,JW신약
KR7054950001,54950,제이브이엠,제이브이엠
KR7090470006,90470,제이스텍,제이스텍
KR7287410005,287410,제이시스메디칼,제이시스메디칼
KR7137950002,137950,제이씨케미칼,제이씨케미칼
KR7033320003,33320,제이씨현시스템,제이씨현시스템
KR7348950007,348950,제이알글로벌리츠보통주,제이알글로벌리츠
KR7204270003,204270,제이앤티씨,제이앤티씨
KR7194370003,194370,제이에스코퍼레이션보통주,제이에스코퍼레이션
KR7026040006,26040,제이에스티나,제이에스티나
KR7126880004,126880,제이엔케이히터,제이엔케이히터
KR7322510009,322510,제이엘케이,제이엘케이
KR7254160005,254160,제이엠멀티,제이엠멀티
KR7033050006,33050,제이엠아이,제이엠아이
KR7094970001,94970,제이엠티,제이엠티
KR7035900000,35900,제이와이피엔터테인먼트,JYP Ent.
KR7058420001,58420,제이웨이,제이웨이
KR7025620006,25620,제이준코스메틱보통주,제이준코스메틱
KR7036420008,36420,제이콘텐트리보통주,제이콘텐트리
KR7089790000,89790,제이티,제이티
KR8392080006,950170,제이티씨,JTC
KR7030000004,30000,제일기획보통주,제일기획
KR7052670007,52670,제일바이오,제일바이오
KR7271980005,271980,제일약품보통주,제일약품
KR7001560002,1560,제일연마공업보통주,제일연마
KR7199820002,199820,제일전기공업,제일전기공업
KR7023440001,23440,제일제강공업,제일제강
KR7038010005,38010,제일테크노스,제일테크노스
KR7002620003,2620,제일파마홀딩스보통주,제일파마홀딩스
KR7276730009,276730,제주맥주,제주맥주
KR7080220007,80220,제주반도체,제주반도체
KR7006220008,6220,제주은행보통주,제주은행
KR7089590004,89590,제주항공보통주,제주항공
KR7216080002,216080,제테마,제테마
KR7229000005,229000,젠큐릭스,젠큐릭스
KR7248020000,248020,젬,젬
KR7082270000,82270,젬백스&카엘,젬백스
KR7064800006,64800,젬백스링크,젬백스링크
KR7041590001,41590,젬백스지오,젬백스지오
KR7044060002,44060,조광아이엘아이,조광ILI
KR7004910006,4910,조광페인트보통주,조광페인트
KR7004700001,4700,조광피혁보통주,조광피혁
KR7001550003,1550,조비보통주,조비
KR7000480004,480,조선내화보통주,조선내화
KR7120030002,120030,조선선재 보통주,조선선재
KR7034940007,34940,조아제약,조아제약
KR7067000000,67000,조이시티,조이시티
KR7018470005,18470,조일알미늄보통주,조일알미늄
KR7002600005,2600,조흥보통주,조흥
KR7063160006,63160,종근당바이오보통주,종근당바이오
KR7185750007,185750,종근당보통주,종근당
KR7001630003,1630,종근당홀딩스보통주,종근당홀딩스
KR7033340001,33340,좋은사람들,좋은사람들
KR7036930006,36930,주성엔지니어링,주성엔지니어링
KR7185190006,185190,주식회사 수프로,수프로
KR7357580000,357580,주식회사 아모센스,아모센스
KR7086460003,86460,주식회사 에스엔피제네틱스,에스엔피제네틱스
KR7226400000,226400,주식회사 오스테오닉,오스테오닉
KR7070960000,70960,주식회사 용평리조트,용평리조트
KR7084440007,84440,주식회사 유비온,유비온
KR7187420005,187420,주식회사 제노포커스,제노포커스
KR7189350002,189350,주식회사 코셋,코셋
KR7023450000,23450,주식회사동남합성,동남합성
KR7002380004,2380,주식회사케이씨씨,KCC
KR7044380004,44380,주연테크 보통주,주연테크
KR7239340003,239340,줌인터넷,줌인터넷
KR7024110009,24110,중소기업은행보통주,기업은행
KR7051980001,51980,중앙디앤엠,중앙디앤엠
KR7072020001,72020,중앙백신연구소,중앙백신
KR7000440008,440,중앙에너비스,중앙에너비스
KR7078650009,78650,지나인제약,지나인제약
KR7228760005,228760,지노믹트리,지노믹트리
KR7314130006,314130,지놈앤컴퍼니,지놈앤컴퍼니
KR7013890009,13890,지누스보통주,지누스
KR7389030008,389030,지니너스,지니너스
KR7043610005,43610,지니뮤직,지니뮤직
KR7263860009,263860,지니언스,지니언스
KR7303030001,303030,지니틱스,지니틱스
KR7036180008,36180,지더블유바이텍,지더블유바이텍
KR7208350009,208350,지란지교시큐리티,지란지교시큐리티
KR7144510005,144510,지씨셀,지씨셀
KR7382480002,382480,지아이텍,지아이텍
KR7382800001,382800,지앤비에스엔지니어링,지앤비에스엔지니어링
KR7299480004,299480,지앤이헬스케어,지앤이헬스케어
KR7051160000,51160,지어소프트,지어소프트
KR7001250000,1250,지에스글로벌보통주,GS글로벌
KR7007070006,7070,지에스리테일보통주,GS리테일
KR7053050001,53050,지에스이,지에스이
KR7130500002,130500,지에이치신소재,GH신소재
KR7119850006,119850,지엔씨에너지,지엔씨에너지
KR7270520000,270520,지엔원에너지,지엔원에너지
KR7065060006,65060,지엔코,지엔코
KR7204840003,204840,지엘팜텍,지엘팜텍
KR7013870001,13870,지엠비코리아보통주,지엠비코리아
KR7071320006,71320,지역난방공사보통주,지역난방공사
KR7135160000,135160,지오씨,지오씨
KR7311320006,311320,지오엘리먼트,지오엘리먼트
KR7010580009,10580,지코보통주,지코
KR7035000009,35000,지투알보통주,지투알
KR7219750007,219750,지티지웰니스,지티지웰니스
KR7088790001,88790,진도 보통주,진도
KR7018120006,18120,진로발효,진로발효
KR7109820001,109820,진매트릭스,진매트릭스
KR7086060001,86060,진바이오텍,진바이오텍
KR7036890002,36890,진성티이씨,진성티이씨
KR7363250002,363250,진시스템,진시스템
KR7003780004,3780,진양산업보통주,진양산업
KR7007370000,7370,진양제약,진양제약
KR7010640001,10640,진양폴리우레탄보통주,진양폴리
KR7100250000,100250,진양홀딩스보통주,진양홀딩스
KR7051630002,51630,진양화학보통주,진양화학
KR7272450008,272450,진에어보통주,진에어
KR7011000007,11000,진원생명과학보통주,진원생명과학
KR7250030004,250030,진코스텍,진코스텍
KR7002781003,2785,진흥기업1우선주(신형),진흥기업우B
KR7002782001,2787,진흥기업2우선주(신형),진흥기업2우B
KR7002780005,2780,진흥기업보통주,진흥기업
KR7233990001,233990,질경이,질경이
KR7085660009,85660,차바이오텍,차바이오텍
KR7261780001,261780,차백신연구소,차백신연구소
KYG2115T1076,900250,차이나크리스탈신소재홀딩스,크리스탈신소재
KR7009310004,9310,참엔지니어링보통주,참엔지니어링
KR7158310003,158310,참존글로벌,참존글로벌
KR7094850005,94850,참좋은여행,참좋은여행
KR7004650008,4650,창해에탄올,창해에탄올
KR7278280003,278280,천보,천보
KR7000650002,650,천일고속보통주,천일고속
KR7140290008,140290,청광건설 주식회사,청광건설
KR7096240007,96240,청담러닝,청담러닝
KR7066360009,66360,체리부로,체리부로
KR7033250002,33250,체시스보통주,체시스
KR7047820006,47820,초록뱀미디어,초록뱀미디어
KR7052300001,52300,초록뱀컴퍼니,초록뱀컴퍼니
KR7094360005,94360,칩스앤미디어,칩스앤미디어
KR7016920001,16920,카스,카스
KR7284620002,284620,카이노스메드,카이노스메드
KR7293490009,293490,카카오게임즈,카카오게임즈
KR7323410001,323410,카카오뱅크보통주,카카오뱅크
KR7035720002,35720,카카오보통주,카카오
KR7377300009,377300,카카오페이보통주,카카오페이
KR7042000000,42000,카페24,카페24
KR7006380000,6380,카프로보통주,카프로
KR7317530004,317530,캐리소프트,캐리소프트
KR7071850002,71850,캐스텍코리아,캐스텍코리아
KR7050110006,50110,캠시스,캠시스
KR7223310004,223310,커머스마이너,커머스마이너
KR7109070003,109070,컨버즈보통주,컨버즈
HK0000341732,900310,컬러레이홀딩스,컬러레이
KR7078340007,78340,컴투스,컴투스
KR7063080006,63080,컴투스홀딩스,컴투스홀딩스
KR7307930008,307930,컴퍼니케이파트너스,컴퍼니케이
KR7263700007,263700,케어랩스,케어랩스
KR7327970000,327970,케어룸의료산업,케어룸의료산업
KR7214370009,214370,케어젠,케어젠
KR7221980006,221980,케이디켐,케이디켐
KYG1990V1041,900280,케이만금세기차륜집단유한공사,골든센츄리
KR7001620004,1620,케이비아이동국실업보통주,케이비아이동국실업
KR7024840001,24840,케이비아이메탈,KBI메탈
KR7330990003,330990,케이비제19호기업인수목적,케이비제19호스팩
KR7342550001,342550,케이비제20호기업인수목적,케이비제20호스팩
KR7192250009,192250,케이사인,케이사인
KR7009440009,9440,케이씨그린홀딩스보통주,KC그린홀딩스
KR7029460003,29460,케이씨보통주,케이씨
KR7112190004,112190,케이씨산업,KC산업
KR7021320007,21320,케이씨씨건설,KCC건설
KR7344820006,344820,케이씨씨글라스보통주,KCC글라스
KR7036670008,36670,케이씨아이,KCI
KR7115500001,115500,케이씨에스,케이씨에스
KR7119650000,119650,케이씨코트렐보통주,KC코트렐
KR7281820001,281820,케이씨텍보통주,케이씨텍
KR7089150007,89150,케이씨티,케이씨티
KR7025880006,25880,케이씨피드,케이씨피드
KR7093320000,93320,케이아이엔엑스,케이아이엔엑스
KR7044450005,44450,케이에스에스 해운 보통주,KSS해운
KR7073010001,73010,케이에스피,케이에스피
KR7060720000,60720,케이에이치바텍,KH바텍
KR7226360006,226360,케이에이치이엔티,KH E&T
KR7111870002,111870,케이에이치일렉트론,KH 일렉트론
KR7105330005,105330,케이엔더블유,케이엔더블유
KR7058400003,58400,케이엔엔,KNN
KR7272110008,272110,케이엔제이,케이엔제이
KR7039420005,39420,케이엘넷,케이엘넷
KR7083550004,83550,케이엠,케이엠
KR7032500001,32500,케이엠더블유,케이엠더블유
KR7122450000,122450,케이엠에이치,KMH
KR7052900008,52900,케이엠에이치하이텍,KMH하이텍
KR7225430008,225430,케이엠제약,케이엠제약
KR7102370004,102370,케이옥션,케이옥션
KR7092220003,92220,케이이씨 보통주,KEC
KR7046440004,46440,케이지모빌리언스,KG모빌리언스
KR7035600006,35600,케이지이니시스,KG이니시스
KR7151860004,151860,케이지이티에스,KG ETS
KR7381970003,381970,케이카보통주,케이카
KR7145270005,145270,케이탑리츠보통주,케이탑리츠
KR7030200000,30200,케이티보통주,KT
KR7298870007,298870,케이티비네트워크,케이티비네트워크
KR7030210009,30210,케이티비투자증권보통주,KTB투자증권
KR7060370004,60370,케이티서브마린,KT서브마린
KR7053210001,53210,케이티스카이라이프,스카이라이프
KR7058850009,58850,케이티씨에스보통주,KTcs
KR7058860008,58860,케이티아이에스보통주,KTis
KR7036030005,36030,케이티알파,케이티알파
KR7033780008,33780,케이티앤지보통주,KT&G
KR7064820004,64820,케이프,케이프
KR7347140006,347140,케이프이에스제4호기업인수목적,케이프이에스제4호
KR7256940008,256940,케이피에스,케이피에스
KR7024880007,24880,케이피에프,케이피에프
KR7114450000,114450,케이피엑스라이프사이언스,KPX생명과학
KR7042040006,42040,케이피엠테크,케이피엠테크
KR7054410006,54410,케이피티유,케이피티유
KR7274090000,274090,켄코아에어로스페이스,켄코아에어로스페이스
KR7402420004,402420,켈스,켈스
KR7217600006,217600,켐온,켐온
KR7089010003,89010,켐트로닉스,켐트로닉스
KR7220260004,220260,켐트로스,켐트로스
KR7052400009,52400,코나아이,코나아이
KR7046070009,46070,코다코,코다코
KR7047770003,47770,코데즈컴바인,코데즈컴바인
KR7078940004,78940,코드네이처,코드네이처
KR7080530009,80530,코디,코디
KR7224060004,224060,코디엠,코디엠
KR7357120005,357120,코람코에너지플러스리츠보통주,코람코에너지리츠
KR7104540000,104540,코렌텍,코렌텍
KR7027050004,27050,코리아나화장품,코리아나
KR7290510007,290510,코리아센터,코리아센터
KR7007811003,7815,코리아써키트1우선주,코리아써우
KR700781K015,00781K,코리아써키트2우선주(신형),코리아써키트2우B
KR7007810005,7810,코리아써키트보통주,코리아써키트
KR7190650002,190650,코리아에셋투자증권,코리아에셋투자증권
KR7101670008,101670,코리아에스이,코리아에스이
KR7123410003,123410,코리아에프티,코리아에프티
KR7003690005,3690,코리안리재보험보통주,코리안리
KR7036690006,36690,코맥스,코맥스
KR7049430002,49430,코메론,코메론
KR7183300003,183300,코미코,코미코
KR7041960006,41960,코미팜,코미팜
KR7089890008,89890,코세스,코세스
KR7009730003,9730,코센,코센
KR7082660002,82660,코스나인,코스나인
KR7192820009,192820,코스맥스보통주,코스맥스
KR7044820009,44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이
KR7222040008,222040,코스맥스엔비티,코스맥스엔비티
KR7241710003,241710,코스메카코리아,코스메카코리아
KR7005070008,5070,코스모신소재보통주,코스모신소재
KR7005420005,5420,코스모화학보통주,코스모화학
KR7069110005,69110,코스온,코스온
KR7169670007,169670,코스텍시스템,코스텍시스템
KR7071950000,71950,코아스보통주,코아스
KR7166480004,166480,코아스템,코아스템
KR7045970001,45970,코아시아,코아시아
KR7196450001,196450,코아시아옵틱스,코아시아옵틱스
KR7029960002,29960,코엔텍,코엔텍
KR7002021004,2025,코오롱1우선주,코오롱우
KR7003071008,3075,코오롱글로벌1우선주,코오롱글로벌우
